no,filename,product,category,kind,in_stock,group,prompt
62,polkadotmushroomschocolate.jpg,PolkaDot mushrooms chocolate,Edible,edible,YES,A-missing,"PolkaDot mushrooms chocolate, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
63,stashprosmallpaper.jpg,Stash-pro small paper,Equipment,gear,YES,A-missing,"Stash-pro small paper, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
64,ocpophash.jpg,OC Pop Hash,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
65,blunt20gwax03g.jpg,Blunt 2.0 g + wax0.3g,Pre-Roll,blunt,YES,A-missing,"a single cannabis blunt, unlit, in a dark tobacco leaf wrap with a visible seam, two whole buds behind it slightly out of focus. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
66,blacksugarcanejuice.jpg,Black Sugarcane Juice,Drink,drink,YES,A-missing,"Black Sugarcane Juice served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
67,route69.jpg,Route 69,Top Shelf,flower,YES,A-missing,"One premium cured cannabis flower bud, single nugget, dense mid-green leaves with a few purple edges, warm orange pistils, a generous white coat of trichomes. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
68,diamondsthc.jpg,Diamonds THC,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
69,doinksglue.jpg,Doinks glue,Equipment,gear,YES,A-missing,"Doinks glue, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
70,metalashtray9lives.jpg,Metal Ashtray 9 lives,Equipment,gear,YES,A-missing,"Metal Ashtray 9 lives, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
71,gemsnowpineappleexpress.jpg,Gem Snow Pineapple Express,Exotics,flower,YES,A-missing,"One premium cured cannabis flower bud of the strain Gem Snow Pineapple Express, a sativa-dominant hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as pineapple, citrus, pine. Dense and top-shelf, the sort of bud sold at 18-26% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
72,fuzzies07g.jpg,Fuzzies 0.7 G,joint,preroll,YES,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
73,hashtrippleburger.jpg,Hash Tripple Burger,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
74,danktshirtnewedition.jpg,Dank T Shirt. New edition,Accessories,gear,YES,A-missing,"Dank T Shirt. New edition, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
